,per_blue_win,per_red_win,minute,predicted_label,label
11872,0.4,0.6,11,0,0
10458,0.9,0.1,27,1,1
5618,0.98,0.02,22,1,1
321,0.57,0.43,2,1,0
20534,0.94,0.06,25,1,0
16736,0.07,0.93,26,0,0
20967,0.46,0.54,0,0,0
19977,0.82,0.18,18,1,1
19049,0.0,1.0,28,0,0
10697,0.55,0.45,27,1,1
11017,0.31,0.69,24,0,0
692,0.02,0.98,36,0,0
17191,0.36,0.64,12,0,1
16347,0.4,0.6,20,0,1
8420,0.47,0.53,5,0,1
10412,0.97,0.03,31,1,1
18253,0.43,0.57,11,0,1
8373,0.46,0.54,7,0,0
21124,0.46,0.54,2,0,0
13888,0.45,0.55,14,0,1
17423,0.96,0.04,25,1,1
7374,0.98,0.02,28,1,1
10102,0.62,0.38,21,1,0
2275,0.47,0.53,14,0,1
8723,0.45,0.55,5,0,1
21102,0.45,0.55,8,0,0
4017,0.99,0.01,26,1,1
14109,0.06,0.94,35,0,1
10893,0.48,0.52,1,0,1
13798,0.49,0.51,6,0,1
11676,0.21,0.79,29,0,0
8073,0.03,0.97,33,0,0
12230,0.02,0.98,31,0,0
19616,0.61,0.39,17,1,0
563,0.53,0.47,3,1,0
3736,0.93,0.07,27,1,0
20272,0.09,0.91,27,0,0
65,0.86,0.14,26,1,1
6359,0.74,0.26,16,1,1
8488,0.14,0.86,32,0,1
7227,0.37,0.63,14,0,1
11866,0.02,0.98,35,0,0
16516,0.04,0.96,26,0,0
13892,0.48,0.52,10,0,0
18330,0.2,0.8,25,0,1
1092,0.63,0.37,20,1,1
12969,0.5,0.5,7,0,0
8454,0.0,1.0,33,0,0
8893,0.16,0.84,23,0,0
10468,0.45,0.55,14,0,0
12660,0.03,0.97,35,0,0
17018,0.53,0.47,20,1,0
16113,0.0,1.0,33,0,0
2238,0.35,0.65,13,0,0
2820,0.59,0.41,7,1,0
255,0.43,0.57,21,0,1
4664,0.42,0.58,11,0,0
14744,1.0,0.0,25,1,1
19512,0.47,0.53,8,0,1
8172,0.58,0.42,3,1,0
20140,0.23,0.77,13,0,1
3610,0.77,0.23,24,1,0
1831,0.41,0.59,11,0,1
18495,0.39,0.61,9,0,0
10662,0.53,0.47,0,1,1
10227,0.8,0.2,24,1,1
14842,0.5,0.5,10,1,1
8555,0.95,0.05,33,1,1
1320,0.36,0.64,13,0,0
19107,0.48,0.52,1,0,0
18313,0.81,0.19,35,1,1
19212,0.66,0.34,15,1,0
7157,0.01,0.99,23,0,0
12053,0.4,0.6,13,0,0
14160,0.05,0.95,34,0,0
10413,0.53,0.47,0,1,1
8939,0.65,0.35,28,1,1
13225,0.54,0.46,9,1,0
6900,0.2,0.8,24,0,0
7837,0.35,0.65,13,0,0
20617,0.01,0.99,30,0,0
13440,0.71,0.29,21,1,0
11650,0.78,0.22,18,1,1
14971,0.86,0.14,30,1,1
2999,0.55,0.45,8,1,1
8265,0.46,0.54,9,0,0
12589,0.99,0.01,25,1,1
14665,0.53,0.47,10,1,0
6127,0.57,0.43,18,1,0
18777,0.57,0.43,16,1,1
867,0.03,0.97,35,0,0
6294,0.47,0.53,2,0,1
20178,0.23,0.77,27,0,0
13354,0.83,0.17,20,1,1
7372,0.67,0.33,22,1,1
13087,0.45,0.55,11,0,0
16205,0.99,0.01,27,1,1
9265,0.52,0.48,14,1,1
4131,0.6,0.4,9,1,0
11319,0.88,0.12,21,1,1
11668,1.0,0.0,33,1,1
20444,0.31,0.69,11,0,0
4726,0.04,0.96,30,0,0
10341,0.97,0.03,26,1,1
20405,0.83,0.17,30,1,1
3917,0.35,0.65,4,0,0
2219,0.38,0.62,3,0,0
20759,0.26,0.74,13,0,1
3894,0.76,0.24,17,1,1
287,0.99,0.01,26,1,1
18728,0.94,0.06,33,1,1
18488,0.98,0.02,27,1,1
15462,0.02,0.98,29,0,0
12593,1.0,0.0,34,1,1
7725,0.63,0.37,16,1,1
7686,0.23,0.77,35,0,0
11809,0.43,0.57,11,0,1
14479,0.16,0.84,34,0,0
10904,0.94,0.06,23,1,1
16436,0.95,0.05,30,1,1
6409,0.57,0.43,10,1,1
14212,0.75,0.25,18,1,0
12008,0.35,0.65,10,0,1
20553,0.56,0.44,0,1,1
5206,0.65,0.35,3,1,0
21229,0.39,0.61,3,0,1
6975,0.52,0.48,0,1,1
21475,0.61,0.39,0,1,0
14547,0.79,0.21,27,1,0
15928,0.51,0.49,2,1,1
10030,0.53,0.47,4,1,0
15214,0.42,0.58,7,0,0
8210,0.94,0.06,25,1,1
9187,0.23,0.77,22,0,0
17427,0.5,0.5,4,0,0
12952,0.71,0.29,17,1,1
1105,0.25,0.75,12,0,0
9959,0.51,0.49,2,1,1
870,0.51,0.49,3,1,0
10826,0.42,0.58,31,0,0
1366,0.9,0.1,17,1,0
11045,0.06,0.94,27,0,0
10331,0.75,0.25,16,1,1
19219,0.01,0.99,29,0,0
12561,0.27,0.73,13,0,0
6482,0.99,0.01,27,1,1
17377,0.34,0.66,12,0,1
12621,0.0,1.0,34,0,0
9071,0.13,0.87,32,0,0
4960,0.52,0.48,16,1,0
22,0.27,0.73,14,0,1
14176,0.87,0.13,17,1,0
20482,0.34,0.66,22,0,0
2893,0.21,0.79,26,0,1
15661,0.26,0.74,12,0,1
1981,0.34,0.66,12,0,1
12556,0.25,0.75,12,0,1
6864,0.92,0.08,26,1,1
3694,0.99,0.01,30,1,1
15794,0.74,0.26,19,1,1
4166,0.53,0.47,17,1,0
15015,0.56,0.44,9,1,1
12617,0.97,0.03,30,1,1
16744,0.44,0.56,5,0,1
3148,0.97,0.03,23,1,1
15018,0.45,0.55,21,0,1
19954,0.39,0.61,13,0,1
19845,0.88,0.12,25,1,1
18776,0.68,0.32,32,1,0
18946,0.84,0.16,17,1,0
7977,0.41,0.59,9,0,1
771,0.58,0.42,3,1,1
18124,0.57,0.43,7,1,0
6952,0.37,0.63,13,0,0
20381,0.82,0.18,25,1,1
17748,0.82,0.18,17,1,1
11721,0.47,0.53,11,0,0
654,0.55,0.45,2,1,0
12069,0.02,0.98,30,0,1
11253,0.03,0.97,31,0,0
6369,0.53,0.47,25,1,1
6830,0.68,0.32,25,1,0
13489,0.83,0.17,29,1,1
12788,0.69,0.31,17,1,1
15063,0.09,0.91,31,0,0
15184,0.5,0.5,30,1,1
11315,0.89,0.11,31,1,1
18928,0.91,0.09,36,1,1
966,0.47,0.53,1,0,1
13162,0.85,0.15,18,1,1
6011,0.78,0.22,21,1,1
17888,0.43,0.57,8,0,1
15813,0.48,0.52,2,0,0
7440,0.93,0.07,27,1,1
17625,0.95,0.05,32,1,1
17334,0.65,0.35,15,1,1
3106,0.49,0.51,7,0,1
5800,0.43,0.57,12,0,1
5837,0.02,0.98,36,0,0
20167,0.92,0.08,32,1,1
19623,0.99,0.01,30,1,1
20630,0.42,0.58,8,0,1
19171,0.93,0.07,36,1,1
7693,0.33,0.67,1,0,0
14663,0.02,0.98,24,0,0
1150,0.42,0.58,9,0,1
21382,0.55,0.45,11,1,0
19661,0.58,0.42,22,1,1
9233,0.99,0.01,35,1,1
3095,0.74,0.26,16,1,0
6291,0.51,0.49,10,1,1
14438,0.54,0.46,16,1,1
3543,0.18,0.82,26,0,0
16488,0.48,0.52,7,0,1
20956,0.64,0.36,32,1,0
6100,0.31,0.69,9,0,1
21009,0.62,0.38,10,1,1
7483,0.47,0.53,10,0,0
5818,0.0,1.0,34,0,0
5519,0.76,0.24,36,1,1
12967,0.98,0.02,32,1,1
4151,0.15,0.85,22,0,0
17348,0.54,0.46,1,1,1
13372,0.53,0.47,19,1,0
15408,0.93,0.07,36,1,1
2713,0.49,0.51,28,0,1
19197,0.57,0.43,5,1,0
17593,0.43,0.57,7,0,1
5398,0.95,0.05,20,1,1
16549,0.49,0.51,12,0,1
18351,0.77,0.23,25,1,1
11012,0.44,0.56,10,0,1
3286,0.4,0.6,10,0,1
1728,0.55,0.45,26,1,0
14694,0.0,1.0,27,0,0
13514,0.38,0.62,14,0,0
20454,0.45,0.55,4,0,0
13316,0.39,0.61,21,0,0
18415,0.97,0.03,33,1,1
13259,0.52,0.48,0,1,0
14539,0.86,0.14,21,1,1
6828,0.53,0.47,0,1,1
10821,0.12,0.88,33,0,0
2007,0.63,0.37,17,1,0
1416,0.42,0.58,14,0,0
7926,0.01,0.99,33,0,0
9114,0.23,0.77,31,0,1
20709,0.04,0.96,34,0,0
2088,0.62,0.38,19,1,0
17455,0.07,0.93,35,0,0
9429,0.51,0.49,10,1,0
19291,0.44,0.56,8,0,1
2097,0.72,0.28,17,1,1
16792,0.39,0.61,20,0,1
11647,0.54,0.46,7,1,1
11496,1.0,0.0,28,1,1
20716,0.78,0.22,18,1,1
16553,1.0,0.0,26,1,1
18405,0.47,0.53,4,0,0
713,0.44,0.56,14,0,0
8472,0.64,0.36,22,1,1
1699,0.38,0.62,5,0,1
793,0.46,0.54,8,0,1
4370,0.41,0.59,1,0,0
1339,0.5,0.5,35,0,1
18514,0.25,0.75,12,0,0
8769,0.43,0.57,14,0,1
14186,0.52,0.48,12,1,0
19894,0.13,0.87,30,0,0
6992,0.87,0.13,20,1,1
384,0.47,0.53,8,0,0
10269,0.37,0.63,14,0,0
3586,0.64,0.36,7,1,0
4879,0.29,0.71,10,0,1
3660,0.06,0.94,32,0,0
7529,0.41,0.59,2,0,1
3661,0.73,0.27,34,1,1
6371,0.19,0.81,22,0,0
4546,0.91,0.09,35,1,1
15227,0.5,0.5,6,1,0
8106,0.33,0.67,13,0,1
1191,0.74,0.26,15,1,1
18915,0.2,0.8,22,0,0
13693,0.98,0.02,24,1,1
5098,0.43,0.57,20,0,0
3690,0.6,0.4,1,1,0
7280,0.38,0.62,11,0,0
17753,0.41,0.59,13,0,1
11371,0.67,0.33,15,1,0
18738,0.89,0.11,29,1,1
6295,0.42,0.58,5,0,1
2137,0.21,0.79,25,0,0
18109,0.67,0.33,19,1,1
16826,0.77,0.23,17,1,1
6036,0.52,0.48,10,1,1
15313,0.49,0.51,3,0,1
2320,0.45,0.55,8,0,0
19194,0.76,0.24,36,1,1
21029,0.01,0.99,29,0,0
16758,0.38,0.62,11,0,1
7064,0.23,0.77,14,0,0
9070,0.62,0.38,22,1,1
7899,0.32,0.68,10,0,1
15235,0.34,0.66,23,0,0
9360,0.92,0.08,30,1,1
15816,0.0,1.0,23,0,0
1506,0.45,0.55,8,0,1
6197,0.63,0.37,3,1,1
6917,0.49,0.51,0,0,0
6859,0.53,0.47,4,1,1
13357,0.47,0.53,7,0,1
20914,0.35,0.65,34,0,0
5642,0.48,0.52,0,0,0
20407,0.45,0.55,9,0,1
18810,0.87,0.13,27,1,1
14119,0.35,0.65,13,0,1
13488,1.0,0.0,32,1,1
3862,0.42,0.58,20,0,0
17176,0.04,0.96,23,0,0
16949,0.45,0.55,11,0,1
11115,0.45,0.55,15,0,0
9725,0.16,0.84,21,0,1
20544,0.17,0.83,31,0,0
6722,0.44,0.56,8,0,0
14733,0.51,0.49,7,1,0
21334,1.0,0.0,33,1,1
16414,0.47,0.53,3,0,0
16367,0.29,0.71,34,0,0
11527,0.02,0.98,23,0,0
14101,0.45,0.55,11,0,1
6976,0.49,0.51,9,0,1
20498,0.68,0.32,16,1,0
21396,0.0,1.0,30,0,1
15520,0.99,0.01,29,1,1
711,0.48,0.52,12,0,0
14653,1.0,0.0,31,1,1
17298,0.42,0.58,10,0,0
5522,0.49,0.51,5,0,1
15991,0.44,0.56,3,0,1
10377,0.5,0.5,0,1,0
17902,0.0,1.0,36,0,0
10149,0.95,0.05,33,1,1
8552,0.38,0.62,14,0,1
7367,0.96,0.04,25,1,1
12357,0.96,0.04,27,1,1
7816,0.46,0.54,9,0,1
7182,0.51,0.49,1,1,1
3049,0.02,0.98,26,0,0
17524,0.54,0.46,16,1,0
19302,0.32,0.68,10,0,0
3891,0.36,0.64,4,0,1
13387,0.54,0.46,7,1,1
12796,1.0,0.0,31,1,1
12598,0.99,0.01,21,1,1
11598,0.48,0.52,10,0,1
3858,0.99,0.01,29,1,1
17975,0.46,0.54,8,0,0
7822,0.55,0.45,22,1,0
2985,0.5,0.5,4,1,1
14481,0.3,0.7,13,0,1
7177,0.5,0.5,19,0,0
14554,0.02,0.98,21,0,0
10673,0.54,0.46,20,1,0
3310,0.52,0.48,19,1,0
1281,0.57,0.43,2,1,1
5045,0.65,0.35,19,1,0
11603,0.46,0.54,7,0,0
20765,0.55,0.45,4,1,1
19367,0.73,0.27,22,1,0
6227,0.74,0.26,18,1,0
12158,0.09,0.91,27,0,0
7338,0.13,0.87,34,0,0
4344,0.49,0.51,7,0,0
16888,0.51,0.49,10,1,0
19999,0.58,0.42,25,1,0
2858,0.15,0.85,21,0,0
15709,0.72,0.28,16,1,0
13352,0.45,0.55,8,0,0
6376,0.9,0.1,21,1,1
12120,0.1,0.9,33,0,0
10394,0.64,0.36,19,1,1
10295,0.55,0.45,8,1,1
6249,0.44,0.56,0,0,0
15143,0.46,0.54,11,0,1
7013,0.42,0.58,9,0,1
12010,0.09,0.91,36,0,0
17449,0.45,0.55,9,0,0
20684,0.73,0.27,23,1,1
20462,0.97,0.03,31,1,1
17382,0.44,0.56,13,0,1
8220,1.0,0.0,29,1,1
3913,0.46,0.54,10,0,0
11470,0.0,1.0,30,0,0
1147,0.48,0.52,15,0,0
14828,0.11,0.89,35,0,0
19427,0.47,0.53,2,0,0
4674,0.46,0.54,1,0,0
7433,0.49,0.51,9,0,0
20029,1.0,0.0,31,1,1
8991,0.41,0.59,1,0,0
14047,0.58,0.42,9,1,0
7655,0.62,0.38,4,1,1
10031,0.39,0.61,10,0,1
18099,0.79,0.21,19,1,1
8534,0.91,0.09,31,1,1
4141,0.55,0.45,0,1,0
5846,0.96,0.04,29,1,1
10398,0.57,0.43,19,1,0
16263,1.0,0.0,27,1,1
20528,0.71,0.29,23,1,1
7295,0.46,0.54,9,0,0
9076,0.73,0.27,18,1,0
2918,0.7,0.3,16,1,1
15096,0.87,0.13,24,1,1
11084,0.55,0.45,9,1,1
8361,1.0,0.0,27,1,1
13626,0.53,0.47,6,1,0
14904,0.43,0.57,7,0,1
19631,0.32,0.68,12,0,0
494,0.48,0.52,11,0,0
1183,0.96,0.04,25,1,1
6558,0.84,0.16,18,1,1
18520,0.49,0.51,6,0,0
3498,0.93,0.07,36,1,1
8033,0.5,0.5,2,0,1
2770,0.05,0.95,21,0,0
4290,0.4,0.6,14,0,1
21308,0.69,0.31,17,1,0
20339,0.99,0.01,33,1,1
1714,0.41,0.59,9,0,1
10229,0.99,0.01,26,1,1
9747,0.06,0.94,28,0,0
573,0.6,0.4,22,1,0
10865,0.48,0.52,9,0,0
18056,0.99,0.01,32,1,1
13621,0.5,0.5,1,0,0
21381,0.58,0.42,29,1,1
5244,0.56,0.44,0,1,0
18727,0.39,0.61,12,0,0
20086,0.76,0.24,16,1,1
466,0.53,0.47,24,1,1
20887,0.41,0.59,15,0,0
5531,0.08,0.92,26,0,0
3501,0.35,0.65,13,0,1
19503,0.58,0.42,6,1,0
6826,0.13,0.87,27,0,0
15112,0.28,0.72,12,0,0
11948,0.02,0.98,28,0,0
12867,0.05,0.95,28,0,1
15091,0.04,0.96,31,0,0
142,0.98,0.02,33,1,1
4426,0.61,0.39,18,1,1
19376,0.62,0.38,31,1,0
3339,0.75,0.25,17,1,0
1521,0.88,0.12,17,1,0
10240,0.95,0.05,28,1,1
2795,1.0,0.0,33,1,1
19167,0.37,0.63,13,0,0
1548,0.58,0.42,5,1,1
16505,0.53,0.47,4,1,0
9047,0.05,0.95,33,0,0
17859,0.79,0.21,18,1,1
433,0.5,0.5,14,0,1
9536,0.43,0.57,10,0,0
8054,0.87,0.13,36,1,1
2080,0.49,0.51,7,0,1
12937,0.99,0.01,28,1,1
3158,0.4,0.6,14,0,0
14827,0.48,0.52,20,0,1
18940,0.18,0.82,36,0,1
1685,0.34,0.66,14,0,0
7435,0.99,0.01,24,1,1
17632,0.96,0.04,33,1,1
11590,0.49,0.51,7,0,1
20356,1.0,0.0,28,1,1
385,0.51,0.49,19,1,1
8134,0.44,0.56,0,0,1
4679,0.53,0.47,10,1,0
135,0.54,0.46,4,1,0
20094,0.4,0.6,1,0,0
911,0.46,0.54,27,0,1
10224,0.71,0.29,29,1,0
14690,0.32,0.68,30,0,0
20618,0.59,0.41,31,1,1
6801,0.83,0.17,16,1,1
2702,0.49,0.51,7,0,1
4771,0.44,0.56,8,0,1
5697,0.57,0.43,4,1,1
6685,0.83,0.17,18,1,0
2223,0.99,0.01,27,1,1
1941,0.3,0.7,11,0,0
11822,0.97,0.03,32,1,1
14069,0.95,0.05,35,1,1
8165,0.83,0.17,17,1,0
1419,0.04,0.96,31,0,0
2588,0.06,0.94,23,0,0
14475,0.49,0.51,7,0,1
8261,0.63,0.37,21,1,1
10711,0.41,0.59,21,0,0
21132,1.0,0.0,35,1,1
19203,0.3,0.7,34,0,1
130,0.74,0.26,19,1,0
1970,0.2,0.8,33,0,0
13652,0.52,0.48,1,1,1
12073,0.52,0.48,2,1,1
18950,0.98,0.02,29,1,1
4182,0.99,0.01,35,1,1
3914,0.51,0.49,14,1,0
11851,0.45,0.55,9,0,0
12557,0.56,0.44,20,1,1
15522,0.2,0.8,13,0,0
8483,0.54,0.46,13,1,0
21341,0.36,0.64,14,0,1
19377,0.79,0.21,19,1,1
17155,0.93,0.07,21,1,1
828,0.56,0.44,2,1,0
1957,0.41,0.59,14,0,0
2027,0.5,0.5,1,0,0
612,0.98,0.02,25,1,1
2369,0.49,0.51,12,0,0
8196,0.46,0.54,2,0,0
16147,0.01,0.99,30,0,0
20607,0.0,1.0,33,0,0
9969,1.0,0.0,30,1,1
13458,0.94,0.06,26,1,1
2512,0.32,0.68,13,0,1
13059,0.52,0.48,6,1,1
2670,0.42,0.58,10,0,1
19956,0.51,0.49,1,1,0
18569,0.43,0.57,9,0,0
3925,0.5,0.5,6,1,1
1924,0.84,0.16,18,1,1
13048,0.72,0.28,32,1,1
13974,0.01,0.99,31,0,1
16880,0.92,0.08,33,1,1
13561,0.45,0.55,5,0,0
5659,0.99,0.01,27,1,1
1302,0.11,0.89,27,0,0
6155,0.5,0.5,25,0,0
18981,0.89,0.11,32,1,1
3294,0.5,0.5,4,0,0
487,0.45,0.55,15,0,0
9364,0.5,0.5,16,0,0
13523,0.41,0.59,11,0,0
9924,0.54,0.46,1,1,0
20577,0.67,0.33,5,1,1
21463,0.61,0.39,4,1,0
1602,0.66,0.34,16,1,1
6893,0.0,1.0,35,0,0
119,0.48,0.52,1,0,0
959,0.58,0.42,4,1,0
8791,0.13,0.87,13,0,0
7062,0.63,0.37,11,1,1
15768,0.52,0.48,11,1,1
6654,0.43,0.57,4,0,0
11497,0.52,0.48,20,1,0
11440,0.85,0.15,18,1,1
948,0.45,0.55,9,0,0
3860,0.5,0.5,5,0,0
3719,0.5,0.5,20,0,1
9368,0.89,0.11,35,1,1
16218,0.01,0.99,35,0,0
2217,0.6,0.4,34,1,1
19823,0.67,0.33,15,1,0
5694,0.43,0.57,7,0,0
20256,0.4,0.6,10,0,0
8676,0.01,0.99,31,0,0
2434,0.16,0.84,24,0,0
125,0.56,0.44,5,1,0
13732,0.46,0.54,7,0,1
14731,0.83,0.17,24,1,1
3309,0.08,0.92,33,0,0
20158,0.59,0.41,19,1,0
18398,0.47,0.53,4,0,0
8799,0.81,0.19,17,1,1
20862,0.05,0.95,23,0,0
3981,0.49,0.51,3,0,0
1060,1.0,0.0,30,1,1
16509,0.5,0.5,3,0,0
9622,0.62,0.38,2,1,1
18961,0.4,0.6,13,0,1
5661,0.43,0.57,6,0,1
20453,0.58,0.42,4,1,1
8797,0.77,0.23,24,1,1
6775,0.0,1.0,29,0,0
18673,0.85,0.15,21,1,1
14400,0.97,0.03,36,1,1
11004,0.42,0.58,14,0,1
13905,0.49,0.51,11,0,1
18197,0.01,0.99,32,0,0
8499,0.27,0.73,27,0,1
20243,0.28,0.72,11,0,0
15255,0.3,0.7,12,0,1
6530,0.91,0.09,28,1,1
17091,0.39,0.61,36,0,0
4691,0.94,0.06,24,1,1
3119,0.45,0.55,36,0,1
2460,0.11,0.89,28,0,0
21298,0.49,0.51,8,0,0
4280,0.54,0.46,13,1,1
8732,0.55,0.45,5,1,1
3830,0.49,0.51,1,0,0
7274,0.46,0.54,1,0,0
2465,0.97,0.03,31,1,1
13723,0.39,0.61,23,0,0
16836,0.47,0.53,1,0,0
19269,0.45,0.55,13,0,0
19957,1.0,0.0,34,1,1
3227,0.96,0.04,29,1,1
10700,0.29,0.71,13,0,0
8084,0.04,0.96,34,0,0
2285,0.48,0.52,15,0,1
6012,0.09,0.91,25,0,0
4368,0.45,0.55,32,0,0
7719,0.65,0.35,21,1,1
2144,0.39,0.61,2,0,0
15032,0.6,0.4,22,1,1
20443,0.15,0.85,13,0,0
16831,0.49,0.51,1,0,1
10926,1.0,0.0,30,1,1
16900,0.55,0.45,7,1,1
2445,0.05,0.95,21,0,0
2061,0.54,0.46,5,1,0
19071,0.48,0.52,1,0,0
15890,0.53,0.47,2,1,1
10653,0.99,0.01,30,1,0
15858,0.89,0.11,25,1,1
9489,0.66,0.34,26,1,1
12081,0.48,0.52,6,0,1
10729,0.01,0.99,35,0,0
11049,0.71,0.29,36,1,1
12443,0.45,0.55,5,0,1
9295,0.51,0.49,4,1,1
20460,0.97,0.03,34,1,1
12137,0.45,0.55,0,0,0
3903,0.99,0.01,32,1,1
15274,0.53,0.47,1,1,1
9043,0.95,0.05,31,1,1
17604,0.26,0.74,12,0,0
12329,0.19,0.81,23,0,0
14728,0.47,0.53,4,0,0
14622,0.96,0.04,25,1,1
12793,0.01,0.99,29,0,0
10194,0.48,0.52,5,0,1
12140,0.28,0.72,12,0,0
986,0.68,0.32,7,1,1
2543,0.43,0.57,6,0,1
1691,0.45,0.55,20,0,0
1933,0.59,0.41,9,1,1
7218,0.44,0.56,10,0,1
10262,0.47,0.53,1,0,0
12185,0.53,0.47,2,1,0
9113,0.5,0.5,3,0,1
10223,0.66,0.34,33,1,1
15894,0.5,0.5,10,0,0
17792,0.45,0.55,0,0,1
19649,0.56,0.44,4,1,0
12323,0.48,0.52,10,0,1
6912,0.67,0.33,14,1,1
18911,0.89,0.11,33,1,1
19949,0.53,0.47,15,1,1
19987,0.81,0.19,17,1,0
6240,0.56,0.44,11,1,0
12647,0.43,0.57,5,0,0
11445,0.02,0.98,35,0,0
20512,0.09,0.91,36,0,0
6396,0.68,0.32,19,1,0
12888,0.4,0.6,12,0,1
7004,0.55,0.45,3,1,1
1217,0.76,0.24,35,1,0
14889,0.84,0.16,20,1,1
17756,0.42,0.58,19,0,0
9431,0.45,0.55,3,0,1
7083,0.44,0.56,2,0,0
18709,0.51,0.49,2,1,0
20995,0.78,0.22,19,1,1
11029,0.48,0.52,2,0,0
7422,0.36,0.64,6,0,1
9081,0.36,0.64,11,0,0
19493,0.75,0.25,20,1,1
16692,0.47,0.53,6,0,0
2617,0.06,0.94,25,0,0
4484,0.72,0.28,27,1,1
8692,0.66,0.34,17,1,1
20900,0.63,0.37,6,1,0
3289,0.01,0.99,35,0,0
14319,0.74,0.26,17,1,0
16891,0.62,0.38,15,1,0
9710,0.18,0.82,27,0,0
4110,0.67,0.33,18,1,1
5034,0.27,0.73,12,0,1
15632,0.39,0.61,29,0,1
16788,0.42,0.58,11,0,1
5218,0.42,0.58,12,0,1
11156,0.1,0.9,31,0,0
7501,0.58,0.42,3,1,1
9195,0.98,0.02,32,1,1
11787,0.11,0.89,27,0,0
4203,0.76,0.24,18,1,1
18873,0.67,0.33,19,1,1
10937,0.4,0.6,7,0,1
2368,0.5,0.5,5,0,0
19244,0.51,0.49,2,1,0
12392,0.49,0.51,1,0,0
11065,0.97,0.03,26,1,1
20477,0.33,0.67,3,0,0
20125,0.16,0.84,23,0,0
19257,1.0,0.0,32,1,1
18346,0.51,0.49,3,1,1
9958,0.54,0.46,1,1,0
17615,0.92,0.08,35,1,1
13385,0.48,0.52,1,0,0
3600,0.36,0.64,9,0,1
21375,0.34,0.66,6,0,0
32,0.99,0.01,34,1,1
14519,0.01,0.99,35,0,0
2980,0.11,0.89,25,0,1
19530,0.81,0.19,18,1,1
8932,0.53,0.47,16,1,1
5461,0.54,0.46,9,1,1
16726,0.97,0.03,24,1,1
8137,0.62,0.38,19,1,0
16135,0.53,0.47,5,1,0
18421,0.53,0.47,5,1,0
13333,0.64,0.36,34,1,1
17095,0.02,0.98,31,0,0
12141,0.72,0.28,17,1,1
12350,0.28,0.72,12,0,0
6772,0.53,0.47,6,1,1
10220,0.59,0.41,3,1,0
17853,0.48,0.52,18,0,1
17336,0.74,0.26,17,1,1
19198,0.0,1.0,33,0,0
12746,0.45,0.55,29,0,1
1967,0.02,0.98,34,0,0
11783,0.04,0.96,21,0,0
6111,0.6,0.4,15,1,0
19636,0.49,0.51,8,0,0
11273,0.23,0.77,36,0,0
11339,0.35,0.65,9,0,1
7726,0.54,0.46,7,1,1
16251,0.51,0.49,14,1,0
6313,0.51,0.49,5,1,0
5396,1.0,0.0,31,1,1
6823,0.01,0.99,35,0,0
1541,0.44,0.56,4,0,0
5873,0.4,0.6,12,0,0
20398,0.52,0.48,5,1,0
11183,0.91,0.09,28,1,1
9202,0.98,0.02,36,1,1
1338,0.49,0.51,11,0,0
8503,1.0,0.0,36,1,1
863,0.99,0.01,36,1,1
4167,0.73,0.27,16,1,0
3520,0.66,0.34,19,1,1
2563,0.21,0.79,26,0,0
20520,0.42,0.58,12,0,1
14209,0.64,0.36,21,1,0
23,0.64,0.36,1,1,1
9556,0.63,0.37,21,1,0
10551,0.49,0.51,6,0,1
8364,0.39,0.61,8,0,1
18763,0.4,0.6,12,0,1
878,0.23,0.77,20,0,1
20204,1.0,0.0,36,1,1
1462,0.57,0.43,20,1,1
854,0.12,0.88,36,0,1
11018,1.0,0.0,33,1,1
12777,0.67,0.33,19,1,1
5104,0.98,0.02,25,1,1
9834,0.52,0.48,7,1,0
19468,0.01,0.99,33,0,0
14079,0.97,0.03,31,1,1
14512,0.56,0.44,20,1,0
4711,0.57,0.43,8,1,0
3403,0.59,0.41,2,1,1
9232,0.63,0.37,15,1,0
9191,0.22,0.78,33,0,0
20628,0.43,0.57,5,0,1
1177,0.21,0.79,31,0,0
18026,0.26,0.74,25,0,1
8560,0.25,0.75,12,0,0
17645,0.93,0.07,28,1,1
108,0.93,0.07,35,1,1
16857,0.83,0.17,17,1,0
18817,0.3,0.7,13,0,1
14076,0.99,0.01,30,1,1
8544,0.52,0.48,15,1,0
5869,0.83,0.17,19,1,1
13349,0.92,0.08,21,1,1
14514,0.03,0.97,30,0,0
222,0.46,0.54,6,0,1
16406,0.63,0.37,17,1,0
13315,0.39,0.61,15,0,0
20180,0.5,0.5,4,0,1
12956,1.0,0.0,35,1,1
18094,0.7,0.3,19,1,0
13173,0.0,1.0,26,0,0
6437,0.53,0.47,6,1,0
8002,0.25,0.75,11,0,0
9036,0.71,0.29,33,1,1
3669,0.43,0.57,9,0,0
28,0.53,0.47,13,1,0
20982,0.02,0.98,32,0,0
13715,0.57,0.43,13,1,0
9759,0.65,0.35,19,1,0
12074,0.0,1.0,34,0,0
9670,0.44,0.56,6,0,1
5155,0.54,0.46,4,1,1
3563,0.97,0.03,26,1,1
6350,0.99,0.01,32,1,1
7019,0.43,0.57,2,0,0
5094,0.41,0.59,10,0,0
12497,0.53,0.47,20,1,0
12511,0.99,0.01,24,1,1
13878,0.89,0.11,30,1,0
20550,0.44,0.56,4,0,0
13926,0.54,0.46,8,1,0
8295,0.99,0.01,23,1,1
18441,0.55,0.45,1,1,1
17662,0.9,0.1,27,1,1
9666,0.38,0.62,11,0,0
14526,0.59,0.41,2,1,1
3039,0.42,0.58,8,0,1
